Date,Raid,Boss,Loot,Player,Loot Category,How Decided,Loot Number
2/15/2020,BWL,Razorgore,Stormrage Bracers,Atloy,T2,Loot Council,1
2/15/2020,BWL,Razorgore,Netherwind Bindings,Zandith,T2,Loot Council,2
2/15/2020,BWL,Razorgore,Spineshatter,Vio,,Roll,3
2/15/2020,BWL,Vaelastraz,Waistband of Wrath,Likedaboss,T2,Loot Council,4
2/15/2020,BWL,Vaelastraz,Helm of Endless Rage,Vaeviktis,Big Loot,Loot Council,5
2/15/2020,BWL,Vaelastraz,Netherwind Belt,Mesothelioma,T2,Roll,6
2/16/2020,BWL,Broodlord,Bracers of Arcane Accuracy,Bankky,Big Loot,Loot Council,7
2/16/2020,BWL,Broodlord,Nemesis Boots,Nopa,T2,Loot Council,8
2/16/2020,BWL,Broodlord,Greaves of Ten Storms,Maulzy,T2,Loot Council,9
2/22/2020,BWL,Razorgore,Stormrage Bracers,Kreation,T2,Loot Council,10
2/22/2020,BWL,Razorgore,Netherwind Bindings,Wasian,T2,Loot Council,11
2/22/2020,BWL,Razorgore,Arcane Infused Gem,Ffxivsux,,Roll,12
2/22/2020,BWL,Vaelastraz,Netherwind Belt,Aoegrinder,T2,Roll,13
2/22/2020,BWL,Vaelastraz,Netherwind Belt,Zandith,T2,Roll,14
2/22/2020,BWL,Vaelastraz,Rune of Metamorphosis,Mke,,Loot Council,15
2/22/2020,BWL,Trash,Draconic Maul,Mke,,Loot Council,16
2/22/2020,BWL,Broodlord,Dragonstalker's Greaves,Vorrosh,T2,Loot Council,17
2/22/2020,BWL,Broodlord,Netherwind Boots,Aoegrinder,T2,Loot Council,18
2/22/2020,BWL,Broodlord,Black Brood Pauldrons,Fiveredstars,,Roll,19
2/22/2020,BWL,Firemaw,Gauntlets of Wrath,Sambro,T2,Loot Council,20
2/22/2020,BWL,Firemaw,Natural Alignment Crystal,Maulzy,,Roll,21
2/22/2020,BWL,Trash,Doom's Edge,Incelman,Big Loot,Loot Council,22
2/22/2020,BWL,Ebonroc,Aegis of Preservation,Scartissue,,Roll,23
2/22/2020,BWL,Ebonroc,Shadowing Focus Staff,Angrysnape,,Loot Council,24
2/22/2020,BWL,Flamegor,Rejuvenating Gem,Izeliaog,Big Loot,Loot Council,25
2/22/2020,BWL,Flamegor,Circle of Applied Force,Mke,,Loot Council,26
2/23/2020,BWL,Chromaggus,Elementium Threaded Cloak,Tombrocow,Big Loot,Loot Council,27
2/23/2020,BWL,Chromaggus,Taut Dragonhide Shoulderpads,Tombrocow,Big Loot,Loot Council,28
2/23/2020,BWL,Chromaggus,Bloodfang Spaulders,Jmills,T2,Loot Council,29
2/23/2020,BWL,Chromaggus,Epaulets of Ten Storms,Mnite,T2,Loot Council,30
2/23/2020,BWL,Nefarian,Ashkandi,Ffxivsux,Big Loot,Loot Council,31
2/23/2020,BWL,Nefarian,Cloak of the Brood Lord,Zandith,Big Loot,Loot Council,32
2/23/2020,BWL,Nefarian,Netherwind Robes,Shredcruz,T2,Roll,33
2/23/2020,BWL,Nefarian,Nemesis Robes,Angrysnape,T2,Loot Council,34
2/23/2020,BWL,Nefarian,Head of Nefarian,Dabsbunny,,Loot Council,35
2/29/2020,BWL,Razorgore,Stormrage Bracers,Mke,T2,Loot Council,36
2/29/2020,BWL,Razorgore,Netherwind Bindings,Mesothelioma,T2,Roll,37
2/29/2020,BWL,Razorgore,The Untamed Blade,Sambro,,Roll,38
2/29/2020,BWL,Vaelastraz,Mind Quickening Gem,Mesothelioma,Big Loot,Loot Council,39
2/29/2020,BWL,Vaelastraz,Bloodfang Belt,Zl,T2,Loot Council,40
2/29/2020,BWL,Vaelastraz,Stormrage Belt,Atloy,T2,Loot Council,41
2/29/2020,BWL,Trash,Draconic Maul,Fiveredstars,,Roll,42
2/29/2020,BWL,Broodlord,Black Brood Pauldrons,Steroidz,,Loot Council,43
2/29/2020,BWL,Broodlord,Bloodfang Boots,Jmills,T2,Loot Council,44
2/29/2020,BWL,Broodlord,Boots of Transcendence,Parnok,T2,Loot Council,45
2/29/2020,BWL,Firemaw,Stormrage Handguards,Atloy,T2,Loot Council,46
2/29/2020,BWL,Firemaw,Firemaw's Clutch,Scartissue,Big Loot,Loot Council,47
2/29/2020,BWL,Ebonroc,Drake Talon Pauldrons,Chadwell,Big Loot,Loot Council,48
2/29/2020,BWL,Ebonroc,Dragonbreath Hand Cannon,Sambro,,Loot Council,49
2/29/2020,BWL,Flamegor,Circle of Applied Force,Chadwell,,Loot Council,50
2/29/2020,BWL,Flamegor,Handguards of Transcendence,Clarota,T2,Loot Council,51
2/29/2020,BWL,Chromaggus,Pauldrons of Transcendence,Vodkas,T2,Loot Council,52
2/29/2020,BWL,Chromaggus,Bloodfang Spaulders,Dabsbunny,T2,Loot Council,53
2/29/2020,BWL,Chromaggus,Elementium Threaded Cloak,Mke,Big Loot,Loot Council,54
2/29/2020,BWL,Chromaggus,Elementium Reinforced Bulwark,Zquirlz,Big Loot,Loot Council,55
2/29/2020,BWL,Nefarian,Netherwind Robes,Wasian,T2,Roll,56
2/29/2020,BWL,Nefarian,Bloodfang Chestpiece,Greenbastrd,T2,Loot Council,57
2/29/2020,BWL,Nefarian,Boots of the Shadow Flame,Ferv,Big Loot,Loot Council,58
2/29/2020,BWL,Nefarian,Prestor's Talisman of Connivery,Sweetpie,Big Loot,Loot Council,59
2/29/2020,BWL,Nefarian,Head of Nefrian,Jabs,,Loot Council,60
3/1/2020,MC,Lucifron,Manastorm Leggings,Chonksquatch,,Roll,61
3/1/2020,MC,Lucifron,Arcanist Boots,Ellzik,T1,Loot Council,62
3/1/2020,MC,Magmadar,Cenarion Leggings,Tombrocow,T1,Roll,63
3/1/2020,MC,Magmadar,Striker's Mark,Jmills,Big Loot,Loot Council,64
3/1/2020,MC,Magmadar,Earthshaker,Oledirty,,Roll,65
3/1/2020,MC,Gehennas,Nightslayer Gloves,Ferv,T1,Loot Council,66
3/1/2020,MC,Gehennas,Heavy Dark Iron Ring,Tombrocow,,Loot Council,67
3/1/2020,MC,Garr,Circlet of Prophecy,Scartissue,T1,Loot Council,68
3/1/2020,MC,Garr,Deep Earth Spaulders,Oledirty,,Roll,69
3/1/2020,MC,Garr,Drillborer Disk,Bwcstroker,,Roll,70
3/1/2020,MC,Baron Geddon,Felheart Shoulder Pads,,,DE,71
3/1/2020,MC,Baron Geddon,Mana Igniting Cord,Ellzik,Big Loot,Loot Council,72
3/1/2020,MC,Shazzrah,Cenarion Gloves,,,DE,73
3/1/2020,MC,Shazzrah,Boots of Prophecy,Suthernheals,T1,Loot Council,74
3/1/2020,MC,Sulfuron,Pauldrons of Might,Wazn,T1,Loot Council,75
3/1/2020,MC,Sulfuron,Mantly of Prophecy,Scartissue,T1,Loot Council,76
3/1/2020,MC,Golemagg,Breastplate of Might,Chadwell,,Roll,77
3/1/2020,MC,Golemagg,Robes of Prophecy,,,Roll,78
3/1/2020,MC,Golemagg,Azuresong Mageblade,Shredcruz,,Loot Council,79
3/1/2020,MC,Majordomo,Wild Growth Spaulders,Atloy,Big Loot,Loot Council,80
3/1/2020,MC,Majordomo,Fireguard Shoulders,Zquirlz,,Loot Council,81
3/1/2020,MC,Majordomo,Ancient Petrified Leaf,,,DE,82
3/1/2020,MC,Ragnaros,Band of Accuria,Vio,Big Loot,Loot Council,83
3/1/2020,MC,Ragnaros,Crown of Destruction,Sweetpie,,Roll,84
3/1/2020,MC,Ragnaros,Netherwind Pants,Wasian,T2,Loot Council,85
3/1/2020,MC,Ragnaros,Stormrage Legguards,Tombrocow,T2,Roll,86
3/1/2020,Onyxia,Onyxia,Dragonstalker's Helm,,T2,DE,87
3/1/2020,Onyxia,Onyxia,Helm of Wrath,Zquirlz,T2,Loot Council,88
3/1/2020,Onyxia,Onyxia,Sapphiron Drape,Kreation,,Loot Council,89
3/1/2020,Onyxia,Onyxia,Head of Onyxia,Tombrocow,,Loot Council,90
3/7/2020,BWL,Razorgore,Bloodfang Bracers,Dabsbunny,T2,Loot Council,91
3/7/2020,BWL,Razorgore,Bracers of Ten Storms,Kau,T2,Loot Council,92
3/7/2020,BWL,Razorgore,Arcane Infused Gem,Vorrosh,,Roll,93
3/7/2020,BWL,Vaelastraz,Stormrage Belt,Kreation,T2,Loot Council,94
3/7/2020,BWL,Vaelastraz,Bloodfang Belt,Jmills,T2,Loot Council,95
3/7/2020,BWL,Vaelastraz,Pendant of the Fallen Dragon,Maulzy,Big Loot,Loot Council,96
3/7/2020,BWL,Broodlord,Greaves of Ten Storms,Fiveredstars,T2,Loot Council,97
3/7/2020,BWL,Broodlord,Dragonstalker's Greaves,Ffxivsux,T2,Loot Council,98
3/7/2020,BWL,Broodlord,Black Brood Pauldrons,Nidria,,Roll,99
3/7/2020,BWL,Firemaw,Bloodfang Gloves,Zl,T2,Loot Council,100
3/7/2020,BWL,Firemaw,Cloak of Firemaw,Jabs,Big Loot,Loot Council,101
3/7/2020,BWL,Ebonroc,Gauntlets of Wrath,Vaeviktis,T2,Loot Council,102
3/7/2020,BWL,Ebonroc,Dragonbreath Hand Cannon,Vaeviktis,,Loot Council,103
3/7/2020,BWL,Flamegor,Nemesis Gloves,Theymademedo,T2,Loot Council,104
3/7/2020,BWL,Flamegor,Shroud of Pure Thought,Clarota,Big Loot,Loot Council,105
3/7/2020,BWL,Chromaggus,Netherwind Mantle,Oneblindman,T2,Roll,106
3/7/2020,BWL,Chromaggus,Nemesis Spaulders,Bankky,T2,Roll,107
3/7/2020,BWL,Chromaggus,Claw of Chromaggus,Kau,Big Loot,Loot Council,108
3/7/2020,BWL,Chromaggus,Chromatically Tempered Sword,Zl,Big Loot,Loot Council,109
3/7/2020,BWL,Nefarian,Breastplate of Wrath,Sambro,T2,Loot Council,110
3/7/2020,BWL,Nefarian,Dragonstalker's Breastplate,Vorrosh,T2,Loot Council,111
3/7/2020,BWL,Nefarian,Pure Elementium Band,Vodkas,Big Loot,Loot Council,112
3/7/2020,BWL,Nefarian,Mish'undare,Wasian,Big Loot,Loot Council,113
3/7/2020,BWL,Nefarian,Head of Nefarian,Vio,,Loot Council,114
3/7/2020,Onyxia,Onyxia,Helmet of Ten Storms,Steroidz,T2,Loot Council,115
3/7/2020,Onyxia,Onyxia,Halo of Transcendence,Vodkas,T2,Loot Council,116
3/7/2020,Onyxia,Onyxia,Eshkandar's Collar,Steroidz,,Roll,117
3/7/2020,Onyxia,Onyxia,Vis'kag,Ferv,,Roll,118
3/7/2020,Onyxia,Onyxia,Head of Onyxia,Zandith,,Roll,119
3/8/2020,MC,Lucifron,Felheart Gloves,,T1,DE,120
3/8/2020,MC,Lucifron,Arcanist Boots,Mesothelioma,T1,Loot Council,121
